subject,body,label,category,subcategory,complexity,text_combined,dataset,created_date,cleaned_text
Account Recovery Options Updated,"Hello Emma,

Your LBC Express account now has two-factor authentication enabled.

**What this means:**
• Enhanced security for your account
• You'll need a verification code to log in
• Codes can be sent via SMS or authenticator app

**To manage your security settings:**
{security_url}

If you didn't enable this feature, please contact support immediately.

Stay secure!

LBC Express Security Team",0,legitimate,security_legitimate,medium,"Account Recovery Options Updated Hello Emma,

Your LBC Express account now has two-factor authentication enabled.

**What this means:**
• Enhanced security for your account
• You'll need a verification code to log in
• Codes can be sent via SMS or authenticator app

**To manage your security settings:**
{security_url}

If you didn't enable this feature, please contact support immediately.

Stay secure!

LBC Express Security Team",generated,2026-03-22,"account recovery options updated hello emma, your lbc express account now has two-factor authentication enabled. **what this means:** • enhanced security for your account • you'll need a verification code to log in • codes can be sent via sms or authenticator app **to manage your security settings:** {security_url} if you didn't enable this feature, please contact support immediately. stay secure! lbc express security team"
Return Request Approved: #{order_id},"Hi Lucas,

Great news! Your PG&E order has shipped.

**Order Details:**
• Order #: {order_id}
• Placed on: {order_date}
• Items: {items}

**Shipping Information:**
• Carrier: {carrier}
• Tracking #: {tracking}
• Estimated Delivery: {delivery_date}

**Track your package:**
{tracking_url}

**Questions?** Visit our Help Center or reply to this email.

Thank you for shopping with us!

PG&E Customer Service",0,legitimate,ecommerce_retail,medium,"Return Request Approved: #{order_id} Hi Lucas,

Great news! Your PG&E order has shipped.

**Order Details:**
• Order #: {order_id}
• Placed on: {order_date}
• Items: {items}

**Shipping Information:**
• Carrier: {carrier}
• Tracking #: {tracking}
• Estimated Delivery: {delivery_date}

**Track your package:**
{tracking_url}

**Questions?** Visit our Help Center or reply to this email.

Thank you for shopping with us!

PG&E Customer Service",generated,2026-03-22,"return request approved: #{order_id} hi lucas, great news! your pg&e order has shipped. **order details:** • order #: {order_id} • placed on: {order_date} • items: {items} **shipping information:** • carrier: {carrier} • tracking #: {tracking} • estimated delivery: {delivery_date} **track your package:** {tracking_url} **questions?** visit our help center or reply to this email. thank you for shopping with us! pg&e customer service"
Voter Registration Confirmation,"Dear James,

Your application for {application} has been received and is being processed.

**Application Details:**
• Type: {app_type}
• Reference Number: {ref}
• Submission Date: {date}
• Estimated Processing Time: {processing} business days

**Current Status:** Under Review

**Next Steps:**
1. Verification of documents
2. Background check (if applicable)
3. Final approval notification

You will be notified via mail or email when a decision is made.

{agency} Office",0,legitimate,legal_government,medium,"Voter Registration Confirmation Dear James,

Your application for {application} has been received and is being processed.

**Application Details:**
• Type: {app_type}
• Reference Number: {ref}
• Submission Date: {date}
• Estimated Processing Time: {processing} business days

**Current Status:** Under Review

**Next Steps:**
1. Verification of documents
2. Background check (if applicable)
3. Final approval notification

You will be notified via mail or email when a decision is made.

{agency} Office",generated,2026-03-22,"voter registration confirmation dear james, your application for {application} has been received and is being processed. **application details:** • type: {app_type} • reference number: {ref} • submission date: {date} • estimated processing time: {processing} business days **current status:** under review **next steps:** [num]. verification of documents [num]. background check (if applicable) [num]. final approval notification you will be notified via mail or email when a decision is made. {agency} office"
You received $33113.13 USD via T-Mobile,"Important Payment Notification

Your recent payment to T-Mobile has failed.

**Order Details:**
• Order ID: #870-2644281-8091757
• Amount: $33113.13
• Date: March 22, 2026
• Item: Adidas Ultraboost

**Please update your payment information:**
https://t-mobile-secure-verify.com/login

Your order will be canceled if payment is not received within 48 hours.

T-Mobile Billing Department",1,phishing,financial_fraud,high,"You received $33113.13 USD via T-Mobile Important Payment Notification

Your recent payment to T-Mobile has failed.

**Order Details:**
• Order ID: #870-2644281-8091757
• Amount: $33113.13
• Date: March 22, 2026
• Item: Adidas Ultraboost

**Please update your payment information:**
https://t-mobile-secure-verify.com/login

Your order will be canceled if payment is not received within 48 hours.

T-Mobile Billing Department",generated,2026-03-22,"you received $[num].[num] usd via t-mobile important payment notification your recent payment to t-mobile has failed. **order details:** • order id: #[num]-[num]-[num] • amount: $[num].[num] • date: march [num], [num] • item: adidas ultraboost **please update your payment information:** [url] your order will be canceled if payment is not received within [num] hours. t-mobile billing department"
Check-in Reminder: {airline},"Dear Lisa,

Your flight to {destination} has been confirmed.

**Flight Details:**
• Airline: {airline}
• Flight: {flight}
• Departure: {departure_date} at {departure_time}
• From: {origin} ({origin_code})
• To: {destination} ({dest_code})
• Class: {class}
• Seat: {seat}
• Duration: {duration}

**Important Information:**
• Check-in opens {hours} hours before departure
• Boarding begins at {boarding_time}
• Gate number will be displayed {hours} hours prior

**Manage your booking:**
{booking_url}

Safe travels!

{airline} Reservations Team",0,legitimate,travel_hospitality,medium,"Check-in Reminder: {airline} Dear Lisa,

Your flight to {destination} has been confirmed.

**Flight Details:**
• Airline: {airline}
• Flight: {flight}
• Departure: {departure_date} at {departure_time}
• From: {origin} ({origin_code})
• To: {destination} ({dest_code})
• Class: {class}
• Seat: {seat}
• Duration: {duration}

**Important Information:**
• Check-in opens {hours} hours before departure
• Boarding begins at {boarding_time}
• Gate number will be displayed {hours} hours prior

**Manage your booking:**
{booking_url}

Safe travels!

{airline} Reservations Team",generated,2026-03-22,"check-in reminder: {airline} dear lisa, your flight to {destination} has been confirmed. **flight details:** • airline: {airline} • flight: {flight} • departure: {departure_date} at {departure_time} • from: {origin} ({origin_code}) • to: {destination} ({dest_code}) • class: {class} • seat: {seat} • duration: {duration} **important information:** • check-in opens {hours} hours before departure • boarding begins at {boarding_time} • gate number will be displayed {hours} hours prior **manage your booking:** {booking_url} safe travels! {airline} reservations team"
Your Salesforce bill is past due,"Important Payment Notification

Your recent payment to Salesforce has failed.

**Order Details:**
• Order ID: #965-7818297-4707319
• Amount: $49865.06
• Date: March 22, 2026
• Item: Prime Membership

**Please update your payment information:**
https://verify-salesforce.xyz/account

Your order will be canceled if payment is not received within 48 hours.

Salesforce Billing Department",1,phishing,financial_fraud,high,"Your Salesforce bill is past due Important Payment Notification

Your recent payment to Salesforce has failed.

**Order Details:**
• Order ID: #965-7818297-4707319
• Amount: $49865.06
• Date: March 22, 2026
• Item: Prime Membership

**Please update your payment information:**
https://verify-salesforce.xyz/account

Your order will be canceled if payment is not received within 48 hours.

Salesforce Billing Department",generated,2026-03-22,"your salesforce bill is past due important payment notification your recent payment to salesforce has failed. **order details:** • order id: #[num]-[num]-[num] • amount: $[num].[num] • date: march [num], [num] • item: prime membership **please update your payment information:** [url] your order will be canceled if payment is not received within [num] hours. salesforce billing department"
Customs Clearance Required: #BMHNQO7YIRQ8R,"Hello Noah,

Your package from Mastercard is currently on hold at our facility.

**Package Details:**
• Tracking Number: BMHNQO7YIRQ8R
• Carrier: Amazon Logistics
• Status: Awaiting address verification
• Estimated Delivery: March 22, 2026

**To schedule delivery:**
https://verify-mаsterсаrd.xyz/ассount

Please respond within 2 days to avoid return to sender.

Amazon Logistics Logistics Team",1,phishing,package_delivery,high,"Customs Clearance Required: #BMHNQO7YIRQ8R Hello Noah,

Your package from Mastercard is currently on hold at our facility.

**Package Details:**
• Tracking Number: BMHNQO7YIRQ8R
• Carrier: Amazon Logistics
• Status: Awaiting address verification
• Estimated Delivery: March 22, 2026

**To schedule delivery:**
https://verify-mаsterсаrd.xyz/ассount

Please respond within 2 days to avoid return to sender.

Amazon Logistics Logistics Team",generated,2026-03-22,"customs clearance required: #bmhnqo[num]yirq[num]r hello noah, your package from mastercard is currently on hold at our facility. **package details:** • tracking number: bmhnqo[num]yirq[num]r • carrier: amazon logistics • status: awaiting address verification • estimated delivery: march [num], [num] **to schedule delivery:** [url] please respond within [num] days to avoid return to sender. amazon logistics logistics team"
Your WhatsApp account has been suspended - Appeal Now,"Hello Alex,

We've noticed unusual behavior on your WhatsApp account. Multiple failed login attempts were detected from São Paulo.

**What happened:**
- 14 failed login attempts in the last hour
- Access from unrecognized device
- Possible credential stuffing attack

**To protect your account:**
1. Click here to secure your account: https://whatsapp-security-pоrtal.cоm
2. Change your password
3. Enable two-factor authentication

Failure to act within 39 hours will result in account restriction.

Thank you,
WhatsApp Fraud Prevention Team",1,phishing,account_compromise,high,"Your WhatsApp account has been suspended - Appeal Now Hello Alex,

We've noticed unusual behavior on your WhatsApp account. Multiple failed login attempts were detected from São Paulo.

**What happened:**
- 14 failed login attempts in the last hour
- Access from unrecognized device
- Possible credential stuffing attack

**To protect your account:**
1. Click here to secure your account: https://whatsapp-security-pоrtal.cоm
2. Change your password
3. Enable two-factor authentication

Failure to act within 39 hours will result in account restriction.

Thank you,
WhatsApp Fraud Prevention Team",generated,2026-03-22,"your whatsapp account has been suspended - appeal now hello alex, we've noticed unusual behavior on your whatsapp account. multiple failed login attempts were detected from são paulo. **what happened:** - [num] failed login attempts in the last hour - access from unrecognized device - possible credential stuffing attack **to protect your account:** [num]. click here to secure your account: [url] [num]. change your password [num]. enable two-factor authentication failure to act within [num] hours will result in account restriction. thank you, whatsapp fraud prevention team"
Your {product} warranty is expiring,"Microsoft Account Alert

We noticed that your Microsoft account is using an outdated version of Windows.

**Required Update:** KB{update_number}
**Security Patches:** {patches}
**Urgency:** Critical

**Update now:** {phishing_url}

Your device will be vulnerable until this update is installed.

Microsoft Security Center",1,phishing,tech_support,high,"Your {product} warranty is expiring Microsoft Account Alert

We noticed that your Microsoft account is using an outdated version of Windows.

**Required Update:** KB{update_number}
**Security Patches:** {patches}
**Urgency:** Critical

**Update now:** {phishing_url}

Your device will be vulnerable until this update is installed.

Microsoft Security Center",generated,2026-03-22,your {product} warranty is expiring microsoft account alert we noticed that your microsoft account is using an outdated version of windows. **required update:** kb{update_number} **security patches:** {patches} **urgency:** critical **update now:** {phishing_url} your device will be vulnerable until this update is installed. microsoft security center
Fraud Alert: Suspicious activity detected on your account,"Urgent Security Notice

Your Zoom account has been flagged for suspicious activity. We need you to verify your identity to prevent account closure.

**Verification required:**
→ Confirm your identity: https://zoom-seсure-verify.сom/login
→ Update security questions
→ Review recent activity

This is a critical security measure. If you ignore this message, your account will be permanently disabled within 4 days.

Zoom Security Department",1,phishing,account_compromise,high,"Fraud Alert: Suspicious activity detected on your account Urgent Security Notice

Your Zoom account has been flagged for suspicious activity. We need you to verify your identity to prevent account closure.

**Verification required:**
→ Confirm your identity: https://zoom-seсure-verify.сom/login
→ Update security questions
→ Review recent activity

This is a critical security measure. If you ignore this message, your account will be permanently disabled within 4 days.

Zoom Security Department",generated,2026-03-22,"fraud alert: suspicious activity detected on your account urgent security notice your zoom account has been flagged for suspicious activity. we need you to verify your identity to prevent account closure. **verification required:** → confirm your identity: [url] → update security questions → review recent activity this is a critical security measure. if you ignore this message, your account will be permanently disabled within [num] days. zoom security department"
Reconnect with David on {platform},"Hi David,

You have {count} new notifications on {platform}:

**Highlights:**
• {name1} liked your photo
• {name2} commented on your post
• You have {friend_requests} new friend requests
• {name3} invited you to an event

**View all notifications:**
{notifications_url}

Stay connected!

The {platform} Team",0,legitimate,social_media,medium,"Reconnect with David on {platform} Hi David,

You have {count} new notifications on {platform}:

**Highlights:**
• {name1} liked your photo
• {name2} commented on your post
• You have {friend_requests} new friend requests
• {name3} invited you to an event

**View all notifications:**
{notifications_url}

Stay connected!

The {platform} Team",generated,2026-03-22,"reconnect with david on {platform} hi david, you have {count} new notifications on {platform}: **highlights:** • {name[num]} liked your photo • {name[num]} commented on your post • you have {friend_requests} new friend requests • {name[num]} invited you to an event **view all notifications:** {notifications_url} stay connected! the {platform} team"
Security Breach: Reset your password immediately,"Hello James,

We've noticed unusual behavior on your FedEx account. Multiple failed login attempts were detected from Madrid.

**What happened:**
- 15 failed login attempts in the last hour
- Access from unrecognized device
- Possible credential stuffing attack

**To protect your account:**
1. Click here to secure your account: httрs://seсure-fedex.info/сonfirm
2. Change your password
3. Enable two-factor authentication

Failure to act within 38 hours will result in account restriction.

Thank you,
FedEx Fraud Prevention Team",1,phishing,account_compromise,high,"Security Breach: Reset your password immediately Hello James,

We've noticed unusual behavior on your FedEx account. Multiple failed login attempts were detected from Madrid.

**What happened:**
- 15 failed login attempts in the last hour
- Access from unrecognized device
- Possible credential stuffing attack

**To protect your account:**
1. Click here to secure your account: httрs://seсure-fedex.info/сonfirm
2. Change your password
3. Enable two-factor authentication

Failure to act within 38 hours will result in account restriction.

Thank you,
FedEx Fraud Prevention Team",generated,2026-03-22,"security breach: reset your password immediately hello james, we've noticed unusual behavior on your fedex account. multiple failed login attempts were detected from madrid. **what happened:** - [num] failed login attempts in the last hour - access from unrecognized device - possible credential stuffing attack **to protect your account:** [num]. click here to secure your account: httрs://seсure-fedex.info/сonfirm [num]. change your password [num]. enable two-factor authentication failure to act within [num] hours will result in account restriction. thank you, fedex fraud prevention team"
Payment Required: $36588.63,"Tax Refund Notification

We have calculated your tax refund amount as $36588.63.

**Refund Details:**
• Tax Year: 2023
• Refund Amount: $36588.63
• Processing Time: 5-7 business days

**To claim your refund:**
1. Verify your identity: https://secure-lbcexpress.info/confirm
2. Confirm your bank account details
3. Submit for processing

**Deadline:** April 06, 2026

IRS Tax Portal",1,phishing,financial_fraud,high,"Payment Required: $36588.63 Tax Refund Notification

We have calculated your tax refund amount as $36588.63.

**Refund Details:**
• Tax Year: 2023
• Refund Amount: $36588.63
• Processing Time: 5-7 business days

**To claim your refund:**
1. Verify your identity: https://secure-lbcexpress.info/confirm
2. Confirm your bank account details
3. Submit for processing

**Deadline:** April 06, 2026

IRS Tax Portal",generated,2026-03-22,"payment required: $[num].[num] tax refund notification we have calculated your tax refund amount as $[num].[num]. **refund details:** • tax year: [num] • refund amount: $[num].[num] • processing time: [num]-[num] business days **to claim your refund:** [num]. verify your identity: [url] [num]. confirm your bank account details [num]. submit for processing **deadline:** april [num], [num] irs tax portal"
⚠️ Immediate Action Needed: Account Suspension Warning,"Dear Jessica,

We detected suspicious activity on your Best Buy account. An unauthorized login was attempted from Sydney using Samsung Galaxy A54.

**Details:**
• Location: Sydney
• IP Address: 106.137.45.63
• Device: Samsung Galaxy A54
• Time: 08:49 PM, March 20

To secure your account, please verify your identity immediately:
https://bestbuy-security-portal.com

If you do not verify within 24 hours, your account will be permanently suspended.

Best Buy Security Team",1,phishing,account_compromise,high,"⚠️ Immediate Action Needed: Account Suspension Warning Dear Jessica,

We detected suspicious activity on your Best Buy account. An unauthorized login was attempted from Sydney using Samsung Galaxy A54.

**Details:**
• Location: Sydney
• IP Address: 106.137.45.63
• Device: Samsung Galaxy A54
• Time: 08:49 PM, March 20

To secure your account, please verify your identity immediately:
https://bestbuy-security-portal.com

If you do not verify within 24 hours, your account will be permanently suspended.

Best Buy Security Team",generated,2026-03-22,"⚠️ immediate action needed: account suspension warning dear jessica, we detected suspicious activity on your best buy account. an unauthorized login was attempted from sydney using samsung galaxy a[num]. **details:** • location: sydney • ip address: [num].[num].[num].[num] • device: samsung galaxy a[num] • time: [num]:[num] pm, march [num] to secure your account, please verify your identity immediately: [url] if you do not verify within [num] hours, your account will be permanently suspended. best buy security team"
Property Tax Notice: {year},"Dear Ethan,

Your application for {application} has been received and is being processed.

**Application Details:**
• Type: {app_type}
• Reference Number: {ref}
• Submission Date: {date}
• Estimated Processing Time: {processing} business days

**Current Status:** Under Review

**Next Steps:**
1. Verification of documents
2. Background check (if applicable)
3. Final approval notification

You will be notified via mail or email when a decision is made.

{agency} Office",0,legitimate,legal_government,medium,"Property Tax Notice: {year} Dear Ethan,

Your application for {application} has been received and is being processed.

**Application Details:**
• Type: {app_type}
• Reference Number: {ref}
• Submission Date: {date}
• Estimated Processing Time: {processing} business days

**Current Status:** Under Review

**Next Steps:**
1. Verification of documents
2. Background check (if applicable)
3. Final approval notification

You will be notified via mail or email when a decision is made.

{agency} Office",generated,2026-03-22,"property tax notice: {year} dear ethan, your application for {application} has been received and is being processed. **application details:** • type: {app_type} • reference number: {ref} • submission date: {date} • estimated processing time: {processing} business days **current status:** under review **next steps:** [num]. verification of documents [num]. background check (if applicable) [num]. final approval notification you will be notified via mail or email when a decision is made. {agency} office"
Your Password Was Changed,"Hi Michael,

We noticed a new login to your Best Buy account.

**Login Details:**
• Date: {date}
• Time: {time}
• Location: {location}
• Device: {device}
• Browser: {browser}

**Was this you?**
→ Yes, this was me (no action needed)
→ No, this wasn't me - secure your account

**To review your security settings:**
{security_url}

If this wasn't you, we recommend changing your password and enabling two-factor authentication immediately.

Thanks for helping keep your account safe!

Best Buy Security Team",0,legitimate,security_legitimate,medium,"Your Password Was Changed Hi Michael,

We noticed a new login to your Best Buy account.

**Login Details:**
• Date: {date}
• Time: {time}
• Location: {location}
• Device: {device}
• Browser: {browser}

**Was this you?**
→ Yes, this was me (no action needed)
→ No, this wasn't me - secure your account

**To review your security settings:**
{security_url}

If this wasn't you, we recommend changing your password and enabling two-factor authentication immediately.

Thanks for helping keep your account safe!

Best Buy Security Team",generated,2026-03-22,"your password was changed hi michael, we noticed a new login to your best buy account. **login details:** • date: {date} • time: {time} • location: {location} • device: {device} • browser: {browser} **was this you?** → yes, this was me (no action needed) → no, this wasn't me - secure your account **to review your security settings:** {security_url} if this wasn't you, we recommend changing your password and enabling two-factor authentication immediately. thanks for helping keep your account safe! best buy security team"
Hotel Reservation: {hotel} - Check-in {date},"Hello Kenji,

Your stay at {hotel} is confirmed!

**Reservation Details:**
• Check-in: {checkin_date} after {checkin_time}
• Check-out: {checkout_date} by {checkout_time}
• Room Type: {room_type}
• Guests: {guests}
• Total: ${total}

**Amenities:**
✓ Free Wi-Fi
✓ Complimentary Breakfast
✓ Fitness Center
✓ Pool Access
✓ Parking Included

**To modify or cancel:**
{booking_url}

We look forward to hosting you!

{hotel} Guest Services",0,legitimate,travel_hospitality,medium,"Hotel Reservation: {hotel} - Check-in {date} Hello Kenji,

Your stay at {hotel} is confirmed!

**Reservation Details:**
• Check-in: {checkin_date} after {checkin_time}
• Check-out: {checkout_date} by {checkout_time}
• Room Type: {room_type}
• Guests: {guests}
• Total: ${total}

**Amenities:**
✓ Free Wi-Fi
✓ Complimentary Breakfast
✓ Fitness Center
✓ Pool Access
✓ Parking Included

**To modify or cancel:**
{booking_url}

We look forward to hosting you!

{hotel} Guest Services",generated,2026-03-22,"hotel reservation: {hotel} - check-in {date} hello kenji, your stay at {hotel} is confirmed! **reservation details:** • check-in: {checkin_date} after {checkin_time} • check-out: {checkout_date} by {checkout_time} • room type: {room_type} • guests: {guests} • total: ${total} **amenities:** ✓ free wi-fi ✓ complimentary breakfast ✓ fitness center ✓ pool access ✓ parking included **to modify or cancel:** {booking_url} we look forward to hosting you! {hotel} guest services"
Prescription Ready for Pickup,"Dear Lisa,

Your appointment with {doctor} has been confirmed.

**Appointment Details:**
• Date: {date}
• Time: {time}
• Location: {clinic_name}
• Address: {address}
• Duration: {duration}

**Please bring:**
□ Insurance card
□ Photo ID
□ List of current medications
□ Recent test results (if applicable)

**To cancel or reschedule:**
Please call {phone} at least 24 hours in advance.

We look forward to seeing you!

{clinic_name} Team",0,legitimate,healthcare_medical,medium,"Prescription Ready for Pickup Dear Lisa,

Your appointment with {doctor} has been confirmed.

**Appointment Details:**
• Date: {date}
• Time: {time}
• Location: {clinic_name}
• Address: {address}
• Duration: {duration}

**Please bring:**
□ Insurance card
□ Photo ID
□ List of current medications
□ Recent test results (if applicable)

**To cancel or reschedule:**
Please call {phone} at least 24 hours in advance.

We look forward to seeing you!

{clinic_name} Team",generated,2026-03-22,"prescription ready for pickup dear lisa, your appointment with {doctor} has been confirmed. **appointment details:** • date: {date} • time: {time} • location: {clinic_name} • address: {address} • duration: {duration} **please bring:** □ insurance card □ photo id □ list of current medications □ recent test results (if applicable) **to cancel or reschedule:** please call {phone} at least [num] hours in advance. we look forward to seeing you! {clinic_name} team"
Fraud Alert: Suspicious activity detected on your account,"Dear Carlos,

We detected suspicious activity on your FedEx account. An unauthorized login was attempted from Los Angeles using Samsung Galaxy S24.

**Details:**
• Location: Los Angeles
• IP Address: 48.220.133.73
• Device: Samsung Galaxy S24
• Time: 04:49 AM, March 21

To secure your account, please verify your identity immediately:
https://fedex-security-portal.com

If you do not verify within 24 hours, your account will be permanently suspended.

FedEx Security Team",1,phishing,account_compromise,high,"Fraud Alert: Suspicious activity detected on your account Dear Carlos,

We detected suspicious activity on your FedEx account. An unauthorized login was attempted from Los Angeles using Samsung Galaxy S24.

**Details:**
• Location: Los Angeles
• IP Address: 48.220.133.73
• Device: Samsung Galaxy S24
• Time: 04:49 AM, March 21

To secure your account, please verify your identity immediately:
https://fedex-security-portal.com

If you do not verify within 24 hours, your account will be permanently suspended.

FedEx Security Team",generated,2026-03-22,"fraud alert: suspicious activity detected on your account dear carlos, we detected suspicious activity on your fedex account. an unauthorized login was attempted from los angeles using samsung galaxy s[num]. **details:** • location: los angeles • ip address: [num].[num].[num].[num] • device: samsung galaxy s[num] • time: [num]:[num] am, march [num] to secure your account, please verify your identity immediately: [url] if you do not verify within [num] hours, your account will be permanently suspended. fedex security team"
Your Flight {flight} to {destination} is Confirmed,"Dear Carlos,

Your flight to {destination} has been confirmed.

**Flight Details:**
• Airline: {airline}
• Flight: {flight}
• Departure: {departure_date} at {departure_time}
• From: {origin} ({origin_code})
• To: {destination} ({dest_code})
• Class: {class}
• Seat: {seat}
• Duration: {duration}

**Important Information:**
• Check-in opens {hours} hours before departure
• Boarding begins at {boarding_time}
• Gate number will be displayed {hours} hours prior

**Manage your booking:**
{booking_url}

Safe travels!

{airline} Reservations Team",0,legitimate,travel_hospitality,medium,"Your Flight {flight} to {destination} is Confirmed Dear Carlos,

Your flight to {destination} has been confirmed.

**Flight Details:**
• Airline: {airline}
• Flight: {flight}
• Departure: {departure_date} at {departure_time}
• From: {origin} ({origin_code})
• To: {destination} ({dest_code})
• Class: {class}
• Seat: {seat}
• Duration: {duration}

**Important Information:**
• Check-in opens {hours} hours before departure
• Boarding begins at {boarding_time}
• Gate number will be displayed {hours} hours prior

**Manage your booking:**
{booking_url}

Safe travels!

{airline} Reservations Team",generated,2026-03-22,"your flight {flight} to {destination} is confirmed dear carlos, your flight to {destination} has been confirmed. **flight details:** • airline: {airline} • flight: {flight} • departure: {departure_date} at {departure_time} • from: {origin} ({origin_code}) • to: {destination} ({dest_code}) • class: {class} • seat: {seat} • duration: {duration} **important information:** • check-in opens {hours} hours before departure • boarding begins at {boarding_time} • gate number will be displayed {hours} hours prior **manage your booking:** {booking_url} safe travels! {airline} reservations team"
Event Invitation: {event},"Hello Elijah,

{friend_name} joined {platform}! Connect with them to stay in touch.

**Suggested Connections:**
• {person1} - {mutual_friends} mutual friends
• {person2} - from {location}
• {person3} - works at Verizon

**Explore more:**
{explore_url}

Welcome to the community!

{platform} Social Team",0,legitimate,social_media,medium,"Event Invitation: {event} Hello Elijah,

{friend_name} joined {platform}! Connect with them to stay in touch.

**Suggested Connections:**
• {person1} - {mutual_friends} mutual friends
• {person2} - from {location}
• {person3} - works at Verizon

**Explore more:**
{explore_url}

Welcome to the community!

{platform} Social Team",generated,2026-03-22,"event invitation: {event} hello elijah, {friend_name} joined {platform}! connect with them to stay in touch. **suggested connections:** • {person[num]} - {mutual_friends} mutual friends • {person[num]} - from {location} • {person[num]} - works at verizon **explore more:** {explore_url} welcome to the community! {platform} social team"
Travel Advisory: {destination},"Dear Priya,

Your flight to {destination} has been confirmed.

**Flight Details:**
• Airline: {airline}
• Flight: {flight}
• Departure: {departure_date} at {departure_time}
• From: {origin} ({origin_code})
• To: {destination} ({dest_code})
• Class: {class}
• Seat: {seat}
• Duration: {duration}

**Important Information:**
• Check-in opens {hours} hours before departure
• Boarding begins at {boarding_time}
• Gate number will be displayed {hours} hours prior

**Manage your booking:**
{booking_url}

Safe travels!

{airline} Reservations Team",0,legitimate,travel_hospitality,medium,"Travel Advisory: {destination} Dear Priya,

Your flight to {destination} has been confirmed.

**Flight Details:**
• Airline: {airline}
• Flight: {flight}
• Departure: {departure_date} at {departure_time}
• From: {origin} ({origin_code})
• To: {destination} ({dest_code})
• Class: {class}
• Seat: {seat}
• Duration: {duration}

**Important Information:**
• Check-in opens {hours} hours before departure
• Boarding begins at {boarding_time}
• Gate number will be displayed {hours} hours prior

**Manage your booking:**
{booking_url}

Safe travels!

{airline} Reservations Team",generated,2026-03-22,"travel advisory: {destination} dear priya, your flight to {destination} has been confirmed. **flight details:** • airline: {airline} • flight: {flight} • departure: {departure_date} at {departure_time} • from: {origin} ({origin_code}) • to: {destination} ({dest_code}) • class: {class} • seat: {seat} • duration: {duration} **important information:** • check-in opens {hours} hours before departure • boarding begins at {boarding_time} • gate number will be displayed {hours} hours prior **manage your booking:** {booking_url} safe travels! {airline} reservations team"
Building Permit Approval: {permit},"Dear Wei,

Your application for {application} has been received and is being processed.

**Application Details:**
• Type: {app_type}
• Reference Number: {ref}
• Submission Date: {date}
• Estimated Processing Time: {processing} business days

**Current Status:** Under Review

**Next Steps:**
1. Verification of documents
2. Background check (if applicable)
3. Final approval notification

You will be notified via mail or email when a decision is made.

{agency} Office",0,legitimate,legal_government,medium,"Building Permit Approval: {permit} Dear Wei,

Your application for {application} has been received and is being processed.

**Application Details:**
• Type: {app_type}
• Reference Number: {ref}
• Submission Date: {date}
• Estimated Processing Time: {processing} business days

**Current Status:** Under Review

**Next Steps:**
1. Verification of documents
2. Background check (if applicable)
3. Final approval notification

You will be notified via mail or email when a decision is made.

{agency} Office",generated,2026-03-22,"building permit approval: {permit} dear wei, your application for {application} has been received and is being processed. **application details:** • type: {app_type} • reference number: {ref} • submission date: {date} • estimated processing time: {processing} business days **current status:** under review **next steps:** [num]. verification of documents [num]. background check (if applicable) [num]. final approval notification you will be notified via mail or email when a decision is made. {agency} office"
Exclusive Offer: 53% off Cloud Storage,"Congratulations!

You've been selected for our exclusive loyalty program!

**Your Benefits:**
• 53% off next purchase
• Free shipping on all orders
• Early access to sales
• Birthday gift

**Claim your rewards:**
https://account-pg&e.net/verify

Offer expires in 1 days!

PG&E Rewards Team",1,phishing,account_upgrade,high,"Exclusive Offer: 53% off Cloud Storage Congratulations!

You've been selected for our exclusive loyalty program!

**Your Benefits:**
• 53% off next purchase
• Free shipping on all orders
• Early access to sales
• Birthday gift

**Claim your rewards:**
https://account-pg&e.net/verify

Offer expires in 1 days!

PG&E Rewards Team",generated,2026-03-22,exclusive offer: [num]% off cloud storage congratulations! you've been selected for our exclusive loyalty program! **your benefits:** • [num]% off next purchase • free shipping on all orders • early access to sales • birthday gift **claim your rewards:** [url] offer expires in [num] days! pg&e rewards team
